"RAZÃO SOCIAL";"NOME FANTASIA";"CNPJ";"NATUREZA JURIDICA";"DATA INICIO OPERAÇÃO";"PORTE";"SITUAÇÃO";"TIPO ATIVIDADE";"SUBTIPO ATIVIDADE";"CEP";"UF";"LOCALIDADE";"BAIRRO";"LOGRADOURO";"TELEFONE";"FAX";"E-MAIL2";"E-MAIL3";"SITE";"CÓDIGO CERTIFICADO";"CÓDIGO E DESCRIÇÃO CNAE";"CAPACIDADE DE LUGARES";"LINGUAS"
"MINISTRON COMERCIO DE ALIMENTOS E SERVIÇOS DO GÊNERO LTDA";"TREMPE GRILL";"00.639.956/0001-38";"Sociedade Empresária";"08/06/1995";"Micro Empresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";70675500;"DF";"Cruzeiro";"Setor Sudoeste";"CLSW 101 BLOCO B LOJAS 91 A 100";"(XX) 3343-2220";"(XX) 3343-2220";"";"";"";"07.029856.15.0001-1";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"("""")"
"MISSISSIPE BAR E RESTAURANTE LTDA";"MISSISSIPE BAR E RESTAURANTE";"01.603.274/0001-38";"Sociedade Empresária";"02/01/1997";"Micro Empresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";95700000;"RS";"Bento Gonçalves";"Bento Gonçalves";"AV. SÃO ROQUE, Nº 363 - SUBSOLO";"(XX) 54345-2192";"";"";"";"";"23.031349.15.0001-1";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"("""")"
"MOACIR DOS REIS BARROS ";"RESTAURANTE E BUFFET CASA GRANDE";"03.842.898/0001-33";"Sociedade Empresária";"01/07/2000";"Micro Empresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";37501058;"MG";"Itajubá";"Varginha";"R ALCIDES FARIA, 10 CENTRO ";"(35) 3622-3143";"(35) 3622-2037";"";"";"WWW.RESTAURANTECASAGRANDE.COM.BR";"11.030946.15.0001-3";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"("""")"
"MONICA NICCHIO COBIANCHI-ME";"SPOLETO CULINÁRIA ITALIANA";"08.645.297/0001-54";"Sociedade Empresária";"13/02/2007";"Pequeno Porte";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";79031010;"MS";"Campo Grande";"Santa Fé";"AV: AFONSO PENA 4909 LOJA 804";"(67) 3326-5444";"(67) 3326-5444";"";"";"SPOLETO.COM.BR";"12.030108.15.0001-0";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"("""")"
"MONTEIRO & MIRANDELA COMÉRCIO DE ALIMENTOS LTDA";"BARÃO DO CHOPE";"06.330.299/0001-29";"Sociedade Empresária";"24/05/2004";"Microempresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";70715900;"DF";"Brasília";"Asa Norte";"SCN, QUADRA 05, LOTE A, LOJA 118C BRASÍLIA SHOPPING ";"(XX) 3327-0070";"";"jcarlosmonteiroc@gmail.com";"";"";"07.031067.15.0001-9";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";54;"(""Inglês,Espanhol"")"
"MOURA & BLANSKI LTDA";"PIZZAHUT";"00.528.271/0001-14";"Sociedade Empresária";"01/04/1995";"Pequeno Porte";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";85851040;"PR";"Foz do Iguaçu";"Centro";"RUA SANTOS DUMONT, 365 ";"(45) 3025-4041";"(45) 3025-4041";"";"";"WWW.PIZZAHUT-AB.COM.BR";"18.030194.15.0001-0";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"(Espanhol)"
"NATALIA MARQUES VASCONCELOS ME";"NATALIA MARQUES VASCONCELOS ME";"05.423.382/0001-80";"Sociedade Empresária";"04/12/2002";"Micro Empresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";18603193;"SP";"Botucatu";"Vila São Lúcio";"AVENIDA DR. VITAL BRASIL, 898";"(14) 3815-2845";"(14) 3882-4512";"";"";"WWW.MAONARODAPIZZARIA.COM.BR";"26.031582.15.0001-2";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"("""")"
"NIKO COMÉRCIO DE ALIMENTOS LTDA - ME ";"NIKO";"07.448.543/0001-15";"Sociedade Empresária";"22/11/2008";"Micro Empresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";70670511;"DF";"Cruzeiro";"Setor Sudoeste";"CLSW 102 BL. A LJ 02 ";"(XX) 3041-7003";"(XX) 3041-7020";"";"";"WWW.KONISTORE.COM.BR";"07.031737.15.0001-8";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"(""Espanhol,Italiano"")"
"NILTON BESTETTI E CIA LTDA- ME";"SANTA HELENA CACHAÇARIA GRILL";"10.144.568/0001-30";"Sociedade Empresária";"21/07/2008";"Micro Empresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";95520000;"RS";"Osório";"Osório";"AV. GETULIO VARGAS, 1400  S/02 030E 04";"(51) 3601-2155";"";"";"";"";"23.032308.15.0001-3";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"("""")"
"NITERÓI 234 ALIMENTOS LTDA";"EMPORIUM PAX";"06.954.264/0001-60";"Sociedade Empresária";"14/09/2004";"Pequeno Porte";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";24020125;"RJ";"Niterói";"Centro";"RUA 15 DE NOVEMBRO, Nº 8 LOJA 328";"(21) 2722-4095";"(21) 2722-4070";"";"";"WWW.EMPORIUMPAX.COM.BR";"19.030755.15.0001-6";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"(Inglês)"
"NOSSO PAO PANIFICADORA E LANCHONETE LTDA.";"NOSSO PAO";"05.662.609/0001-40";"Sociedade Empresária";"30/12/2002";"Médio Porte";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";37701033;"MG";"Poços de Caldas";"Centro";"RUA JUNQUEIRAS, 579";"(35) 3714-6308";"(35) 3714-6301";"";"";"";"11.030437.15.0001-7";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"("""")"
"NOVO TERRAÇO RESTAURANTE, CHURRASCARIA E CHOPERIA LTDA EPP";"NOVO TERRAÇO RESTAURANTE, CHURRASCARIA E CHOPERIA LTDA EPP";"08.342.606/0001-17";"Sociedade Empresária";"25/09/2006";"Pequeno Porte";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";14800320;"SP";"Araraquara";"Jardim Nova América";"AVENIDA JULIO URSULINO PEDROSO, 100";"(16) 3322-8003";"(16) 3322-7918";"";"";"";"26.031191.15.0001-0";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"("""")"
"OCHIARA RESTAURANTE LTDA - ME";"SAVANA CLUB";"06.229.527/0001-79";"Sociedade Empresária";"20/04/2004";"Micro Empresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";25680195;"RJ";"Petrópolis";"Centro";"RUA DR. NELSON DE SÁ EARP, 88 LOJAS 53 A 58";"(24) 2231-6187";"(24) 2237-6960";"";"";"WWW.SAVANACLUB.COM.BR";"19.030326.15.0001-2";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"(""Inglês,Espanhol"")"
"ODIVAR RIBEIRO DA COSTA";"RESTAURANTE E LANCHONETE AVENIDA";"01.541.394/0001-58";"Sociedade Empresária";"12/11/1996";"Micro Empresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";37590000;"MG";"Jacutinga";"Jacutinga";"AVENIDA MINAS GERAIS, 873 JARDIM DEA ";"(35) 3443-2068";"(35) 3443-3873";"";"";"";"11.032091.15.0001-9";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"("""")"
"OLIVEIRA & HABKOUK LTDA";"BAR E RESTAURANTE REAL";"02.093.743/0001-89";"Sociedade Empresária";"20/06/1997";"Micro Empresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";35240000;"MG";"Conselheiro Pena";"Conselheiro Pena";"RUA 17 DE DEZEMBRO, 1676 - CENTRO ";"(33) 3261-1824";"";"";"";"";"11.030982.15.0001-0";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"("""")"
"OLIVEIRA BAR E RESTAURANTE LTDA";"RESTAURANTE POPULAR";"26.063.768/0001-06";"Sociedade Empresária";"04/09/1989";"Pequeno Porte";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";35420000;"MG";"Mariana";"Mariana";"PÇ PADRE FRANCISCO VON KEMENAD, 138 - CENTRO ";"(33) 3261-1414";"";"";"";"";"11.031455.15.0001-0";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"("""")"
"OLUMA COMERCIO LTDA ME";"LUKMAR";"03.762.373/0001-98";"Sociedade Empresária";"24/04/2000";"Pequeno Porte";"Em Operação";"Restaurantes, Cafeterias e Bares";"Cafeteria";89036300;"SC";"Blumenau";"Asilo";"RUA MARECHAL DEODORO 555";"(47) 3329-1445";"(47) 3329-1445";"";"";"";"24.031040.15.0001-1";"5611-2/01-RESTAURANTES E SIMILARES (Secundário), 7911-2/00-AGÊNCIA DE VIAGEM; SERVIÇO DE (Secundário)";;"("""")"
"OPERA COMERCIO DE GENEROS ALIMENTICIOS LTDA";"AZZURRA RISTORANTE";"04.558.969/0001-33";"Sociedade Empresária";"09/07/2001";"Micro Empresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";22793081;"RJ";"Rio de Janeiro";"BARRA DA TIJUCA";"AV. DAS AMÉRICAS, 7777 LJ 304/308";"(21) 3325-0403";"(21) 2438-7627";"";"";"WWW.AZZURRARISTORANTE.COM.BR";"19.030249.15.0001-1";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"(""Inglês,Espanhol"")"
"P.T.P DE MELO";"FAVORITO CHURRASCARIA";"08.518.735/0001-13";"Sociedade Empresária";"13/08/2006";"Microempresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";64048380;"PI";"Teresina";"Jóquei";"AV. JOCKEY CLUB 955";"(86) 3234-3435";"(86) 3234-3435";"thepaulojunior@hotmail.com";"";"WWW.FAVORITORESTAURANTE.COM.BR";"17.030175.15.0001-2";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";200;"("""")"
"PANIFICADORA SANTOS E SILVA LTDA";"PANIFICADORA NOVA POMPEIA";"06.976.851/0001-50";"Sociedade Empresária";"24/08/2004";"Médio Porte";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";63800000;"CE";"Quixeramobim";"Quixeramobim";"RUA CEL TEOFILO LESSA, 498";"(88) 3441-1373";"";"";"";"";"06.032855.15.0001-4";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"("""")"
"PAO COM LETRAS PANIFICADORA LTDA";"SUPERPAO";"05.951.912/0001-62";"Sociedade Empresária";"10/10/2003";"Pequeno Porte";"Em Operação";"Restaurantes, Cafeterias e Bares";"Cafeteria";28625090;"RJ";"Nova Friburgo";"Centro";"PRAÇA MARCILIO DIAS, 57/63";"(22) 2525-1550";"";"";"";"WWW.SUPERPAO.COM";"19.031779.15.0001-2";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"("""")"
"PAULO WESCLEY DE SOUSA LIMA ME";"PANIFICADORA UBERLÂNDIA";"07.781.430/0001-37";"Sociedade Empresária";"20/01/2006";"Médio Porte";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";63900000;"CE";"Quixadá";"Quixadá";"RUA FLORÊNCIO LOPES, 833";"(88) 3412-8831";"";"";"";"";"06.032524.15.0001-1";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"("""")"
"PAX PROJAC COMERCIO DE ALIMENTOS LTDA";"EMPORIUM  PAX";"10.275.347/0001-09";"Sociedade Empresária";"05/08/2008";"Pequeno Porte";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";22780086;"RJ";"Rio de Janeiro";"Curicica";"ESTRADA DOS BANDEIRANTES, 6700";"(21) 2441-1752";"(21) 2441-1752";"";"";"WWW.EMPORIUMPAX.COM.BR";"19.030753.15.0001-1";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"(Espanhol)"
"PEDRO GOMES PINHEIRO ME";"SIRIGADO DO PEDRO";"07.786.932/0001-50";"Sociedade Empresária";"10/11/1985";"Médio Porte";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";63040270;"CE";"Juazeiro do Norte";"Lagoa Seca";"RUA ARNÓBIO BACELAR CANECA, 820";"(88) 3571-2661";"";"";"";"WWW.SIRIGADODOPEDRO.COM.BR";"06.032313.15.0001-7";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"("""")"
"PERCIVAL BRUMATTI";"IMPERADOR DOS CAMARÔES-PRAIA";"69.998.045/0001-01";"Sociedade Empresária";"20/12/1993";"Microempresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";57030170;"AL";"Maceió";"Pajuçara";"AV. DR. ANTÔNIO GOUVEIA, 21";"(82) 3231-8274";"";"contato@imperadordoscamaroes.com.br";"";"";"02.030688.15.0001-8";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";200;"("""")"
"PEREIRA E GUSMAO LTDA-ME";"PEREIRA E GUSMAO";"02.663.391/0001-50";"Sociedade Empresária";"23/12/1980";"Microempresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";75901260;"GO";"Rio Verde";"Setor Central";"RUA ROZULINO FERREIRA GUIMARAES N 786";"(64) 3621-0619";"";"panelaorv@yahoo.com.br";"";"";"09.031029.15.0001-1";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";320;"(""Nenhuma das Opções"")"
"PEREIRA E SÁ CIA LTDA";"RAPA NUI CHOPARIA";"05.876.992/0001-39";"Sociedade Empresária";"01/11/2003";"Micro Empresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";57035160;"AL";"Maceió";"Ponta Verde";"AV. SÍLVIO CARLOS VIANA, 2501";"(82) 3305-4405";"(82) 3305-4402";"";"";"WWW.MAIKAIMACEIO.COM.BR";"02.030985.15.0001-2";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"(Espanhol)"
"PERIM & PERIM CHOPERIA LTDA ME";"QUIOSQUE CHOPP BRAHMA";"08.769.179/0001-58";"Sociedade Empresária";"10/04/2007";"Micro Empresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Bar";89010203;"SC";"Blumenau";"Centro";"RUA SETE DE SETEMBRO 1213";"(47) 3035-5114";"(47) 3035-5114";"";"";"";"24.030885.15.0001-2";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"(Inglês)"
"PIANEZZER & PIANEZZER LTDA ME";"PIANEZZER";"00.480.899/0001-97";"Sociedade Empresária";"01/02/1995";"Micro Empresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";89160000;"SC";"Rio do Sul";"Rio do Sul";"RUA RUY BARBOSA, Nº 139";"(47) 3521-4287";"(47) 3521-4287";"";"";"";"24.032207.15.0001-2";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"("""")"
"PIAZZA E LIMA RESTAURANTE E POUSADA LTDA ME";"CANTINA JERI";"09.426.150/0001-36";"Sociedade Empresária";"18/03/2008";"Microempresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";62598000;"CE";"Jijoca de Jericoacoara";"Jijoca de Jericoacoara";"RUA DO FORRÓ S/N";"(88) 8839-6340";"(85) 9926-4480";"anaforce@hotmail.com";"";"";"06.029603.15.0001-5";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";40;"(""Inglês,Italiano"")"
"PINTO BASTO COMÉRCIO DE ALIMENTOS LTDA.";"CHINATOWN GUARARAPES";"41.249.939/0001-71";"Sociedade Empresária";"11/11/1993";"Pequeno Porte";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";54325000;"PE";"Jaboatão dos Guararapes";"Guararapes";"AV. GAL BARRETO DE MENEZES, 800 - LOJA SUC 114";"(81) 3361-2222";"(81) 3361-2222";"";"";"";"16.031340.15.0001-0";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"("""")"
"PIZZAIOLO BAR LTDA.";"ITALIAN BAR";"79.971.982/0001-19";"Sociedade Empresária";"24/02/1987";"Micro Empresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";85884000;"PR";"Medianeira";"Medianeira";"AV. BRASILIA 1708 - CENTRO";"(45) 3264-4162";"";"";"";"";"18.029890.15.0001-6";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"("""")"
"PIZZARIA DA MAMA LTDA EPP";"PIZZARIA DA MAMA";"03.943.439/0001-46";"Sociedade Empresária";"05/07/2000";"Empresa de Pequeno Porte";"Em Operação";"Restaurantes, Cafeterias e Bares";"Similar";79601110;"MS";"Três Lagoas";"Centro";"RUA ALFREDO JUSTINO, 737";"(67) 3521-2966";"(67) 3521-2966";"dp.escritoriouniao@hotmail.com";"dpuniaoesc@terra.com.br";"";"12.032003.15.0001-8";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";468;"(""Nenhuma das Opções"")"
"PIZZARIA E TRATTORIA ORVIETO LTDA";"PIZZARIA E TRATTORIA ORVIETO";"10.283.466/0001-03";"Sociedade Empresária";"21/08/2008";"Micro Empresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";72876301;"GO";"Valparaíso de Goiás";"Parque Esplanada III";"QUADRA 1 BR 040 KM 12 SHOPPING SUL LOJA 41A";"(61) 3627-0302";"";"";"";"";"09.032808.15.0001-0";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"("""")"
"PIZZARIA LA PIU BELLA DE TRÊS CORAÇÕES LTDA.";"PIZZARIA LA PIU BELLA";"01.593.974/0001-99";"Sociedade Empresária";"11/01/1997";"Microempresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";37410000;"MG";"Três Corações";"Três Corações";"AVENIDA DEPUTADO RENATO AZEREDO 750 A - PERO ";"(35) 3235-2002";"(35) 3232-1677";"postopero@hotmail.com";"";"";"11.030308.15.0001-0";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";0;"(""Inglês,Italiano,Espanhol"")"
"PIZZARIA PEPERILHO LTDA";"PIZZARIA PEPERILHO";"02.481.827/0001-90";"Sociedade Empresária";"07/03/2005";"Pequeno Porte";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";95700000;"RS";"Bento Gonçalves";"Bento Gonçalves";"AV. PLANALTO, 1357 - B. PLANALTO";"(54) 3454-3298";"";"";"";"";"23.030754.15.0001-9";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"(""Inglês,Espanhol"")"
"PLZ CAFETERIA LTDA";"PLZ CAFETERIA";"05.134.351/0001-09";"Sociedade Empresária";"12/09/2002";"Micro Empresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Cafeteria";91340001;"RS";"Porto Alegre";"Passo D'Areia";"AV. JOÃO WALLIG, 1800 QUIOSQUE 102";"(51) 3338-1990";"";"";"";"WWW.ZCAFE.COM.BR";"23.031308.15.0001-9";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"(Inglês)"
"PRAIATUR - HOTELARIA E RESTAURANTES - EPP";"PRAIATUR - HOTELARIA E RESTAURANTES - EPP";"00.386.369/0001-84";"Sociedade Empresária";"01/07/1984";"Empresa de Médio ou Grande Porte";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";88058500;"SC";"Florianópolis";"Ingleses do Rio Vermelho";"RUA DAS GAIVOTAS,1114, SL 10";"(48) 3261-3700";"";"administrativo@praiatur.com.br";"";"www.hoteispraiatur.com.br";"24.030163.15.0001-7";"5611-2/01-RESTAURANTES E SIMILARES (Primário), 8230-0/01-SERVIÇOS DE ORGANIZAÇÃO DE FEIRAS, CONGRESSOS, EXPOSIÇÕES E FESTAS (Secundário)";160;"(""Inglês,Espanhol"")"
"PTM EMPREENDIMENTOS LTDA";"FAVORITO PIZZARIA";"35.153.949/0001-06";"Sociedade Empresária";"09/08/1990";"Microempresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";64048180;"PI";"Teresina";"Jóquei";"AV. NSRª DE FÁTIMA 1839";"(86) 3234-3435";"";"thepaulojunior@hotmail.com";"";"WWW.FAVORITORESTAURANTE.COM.BR";"17.030178.15.0001-4";"5611-2/01-RESTAURANTES E SIMILARES (Primário), 5611-2/01-A KILO; ALIMENTAÇÃO, COMIDA, REFEIÇÃO (Secundário)";190;"("""")"
"QUALITTY COMERCIO DE ALIMENTOS LTDA ME";"RESTAURANTE LINDACAP";"04.121.556/0001-97";"Sociedade Empresária";"01/11/2000";"Micro Empresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";88010002;"SC";"Florianópolis";"Centro";"RUA FELIPE SCHMIDT, 1162";"";"";"";"";"";"24.031367.15.0001-1";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"(Espanhol)"
"R & E PIZZARIA E LANCHONETE LTDA";"PIZZAS DOM BOSCO";"07.761.556/0001-40";"Sociedade Empresária";"20/12/2005";"Micro Empresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";72115015;"DF";"Taguatinga";"Taguatinga Norte";"CNB 01 LOTE 01 LOJA 01";"(XX) 3032-3434";"";"";"";"";"07.031992.15.0001-0";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"(Inglês)"
"R. NICOLE ME";"DURVAL RESTAURANTE";"04.812.440/0001-02";"Sociedade Empresária";"21/12/2001";"Micro Empresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";27920390;"RJ";"Macaé";"Cavaleiros";"AV. ATLÂNTICA, Nº  2534";"(22) 2773-3015";"(22) 2763-9123";"";"";"WWW.DURVALRESTAURANTE.COM.BR";"19.030726.15.0001-4";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"("""")"
"RAIMUNDO NONATO DE MOURA ALMENDRA";"POSTO E RESTAURANTE LIMA";"10.793.539/0001-07";"Sociedade Empresária";"04/05/2009";"Pequeno Porte";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";63900000;"CE";"Quixadá";"Quixadá";"RUA ESTADOS UNIDOS, 2824";"(88) 3412-2539";"";"";"";"";"06.032453.15.0001-8";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"("""")"
"RASIN COMERCIO DE ALIMENTOS LTDA.";"FEIRA DA FRUTA";"90.696.253/0001-34";"Sociedade Empresária";"04/03/1986";"Pequeno Porte";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";91349900;"RS";"Porto Alegre";"Passo D'Areia";"RUA JOÃO WALLIG 1800 LOJA 166";"(51) 3228-2995";"";"";"";"";"23.032077.15.0001-4";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"("""")"
"READY BEEF COMÉRCIO DE CARNES LTDA";"READY BEEF";"05.652.963/0001-93";"Sociedade Empresária";"02/05/2003";"Microempresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";70673623;"DF";"Cruzeiro";"Setor Sudoeste";"SCLSW QUADRA 303 BL C LOJAS 2,4,6,8,80";"(61) 3039-4040";"";"fernando@readybeef.com.br";"";"WWW.READYBEEF.COM.BR";"07.029966.15.0001-3";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";130;"(Espanhol)"
"REALCE COMERCIO DE ALIMENTOS LTDA";"MCDONALD´S";"00.392.392/0001-81";"Sociedade Empresária";"01/05/1995";"Pequeno Porte";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";89201430;"SC";"Joinville";"Centro";"RUA SENADOR FELIPE SCHMIDT 50 LJ 134";"(47) 3903-3102";"(47) 3903-3230";"";"";"";"24.031060.15.0001-4";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"(Inglês)"
"REBECA MEDEIROS OLIVEIRA DA SILVA EPP";"GOSTO DE PÃO";"70.021.092/0001-71";"Sociedade Empresária";"10/08/1993";"Micro Empresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";59078600;"RN";"Natal";"Capim Macio";"AV. ENG. ROBERTO FREIRE, 1768";"(84) 3236-3554";"(84) 3221-0614";"";"";"";"20.032396.15.0001-0";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"("""")"
"REINALDO FERREIRA DE SÁ - ME";"CONFRARIA DO REI";"35.555.838/0001-26";"Sociedade Empresária";"15/02/1991";"Micro Empresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Bar";57025005;"AL";"Maceió";"Poço";"RUA-SOLDADO EDUARDO DOS SANTOS, 1342";"(82) 3327-6425";"";"";"";"";"02.030643.15.0001-6";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"("""")"
"RESTAURANTE APOLLO GOURMET LTDA";"RESTAURANTE APOLLO ";"04.769.681/0001-08";"Sociedade Empresária";"01/11/2001";"Micro Empresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";99260000;"RS";"Casca";"Casca";"AVENIDA BORGES DE MEDEIROS - 909";"(54) 3347-1261";"";"";"";"";"23.030788.15.0001-7";"8230-0/01-SERVIÇOS DE ORGANIZAÇÃO DE FEIRAS, CONGRESSOS, EXPOSIÇÕES E FESTAS (Primário), 5611-2/01-RESTAURANTES E SIMILARES (Secundário)";;"(Italiano)"
"RESTAURANTE CANTA MARIA LTDA";"RESTAURANTE CANTA MARIA ";"03.408.771/0001-00";"Sociedade Empresária";"02/08/1999";"Micro Empresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";95700000;"RS";"Bento Gonçalves";"Bento Gonçalves";"ROD RST 470 KM 217,05";"(54) 3453-1099";"(54) 3454-3047";"";"";"WWW.CANTAMARIA.COM.BR";"23.029871.15.0001-2";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"(""Inglês,Espanhol"")"
"RESTAURANTE CANTINA D'ITÁLIA LTDA EPP";"RESTAURANTE CANTINA D'ITÁLIA";"00.515.701/0001-63";"Sociedade Empresária";"28/03/1995";"Empresa de Pequeno Porte";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";49035730;"SE";"Aracaju";"Atalaia";"AV. SANTOS DUMONT S/N QUIOSQUE Nº 7 1ª ETAPA";"(79) 3243-3924";"(79) 3243-3184";"contato@cantinaditalia.com.br";"";"WWW.CANTINADITALIA.COM.BR";"25.029687.15.0001-5";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";326;"(""Nenhuma das Opções"")"
"RESTAURANTE CANTINHO DO PESCADOR LTDA";"CANTINHO DO PESCADOR";"02.512.110/0001-68";"Sociedade Empresária";"27/01/1998";"Pequeno Porte";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";95560000;"RS";"Torres";"Torres";"AV BERIA RIO 210";"(51) 3664-3036";"(51) 3664-3036";"";"";"";"23.030977.15.0001-4";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"(Espanhol)"
"RESTAURANTE CHAPA QUENTE";"CHAPA QUENTE";"08.241.315/0001-32";"Sociedade Empresária";"11/09/2006";"Micro Empresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";75800970;"GO";"Jataí";"Setor Central";"PRAÇA DA BANDEIRA 149";"(64) 3631-2402";"";"";"";"";"09.031534.15.0001-9";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"("""")"
